0|0|0|110101002
0|1|519|110101002
1|0|519|110101004
1|1|0|110101004
2|2|0|110101010
3|3|0|110203003
4|4|0|110401002
4|5|400|110401002
5|4|400|110401004
5|5|0|110401004
5|9|289|110401004
6|6|0|110403001
6|7|583|110403001
7|6|583|110403003
7|7|0|110403003
8|8|0|110403004
9|5|289|110502002
9|9|0|110502002
9|10|587|110502002
9|13|520|110502002
10|9|587|110502003
10|10|0|110502003
10|11|201|110502003
10|12|531|110502003
10|13|235|110502003
11|10|201|110502005
11|11|0|110502005
11|12|330|110502005
11|13|436|110502005
12|10|531|110502008
12|11|330|110502008
12|12|0|110502008
13|9|520|110502010
13|10|235|110502010
13|11|436|110502010
13|13|0|110502010
14|14|0|110606001
14|16|253|110606001
15|15|0|110606002
15|16|370|110606002
16|14|253|110606003
16|15|370|110606003
16|16|0|110606003
17|17|0|120903008
17|18|406|120903008
17|19|304|120903008
18|17|406|120903021
18|18|0|120903021
19|17|304|120903023
19|19|0|120903023
20|20|0|120903038
21|21|0|140202001
21|22|440|140202001
22|21|440|140203001
22|22|0|140203001
22|23|438|140203001
23|22|438|140203002
23|23|0|140203002
23|30|299|140203002
24|24|0|140401001
24|25|414|140401001
24|26|249|140401001
24|29|209|140401001
25|24|414|140401004
25|25|0|140401004
25|28|533|140401004
26|24|249|140401006
26|26|0|140401006
26|29|296|140401006
27|27|0|140401007
27|30|375|140401007
28|25|533|140401008
28|28|0|140401008
29|24|209|140401011
29|26|296|140401011
29|29|0|140401011
30|23|299|140401017
30|27|375|140401017
30|30|0|140401017
31|31|0|140602007
32|32|0|140602008
33|33|0|140603002
33|34|318|140603002
34|33|318|140603006
34|34|0|140603006
35|35|0|140701015
35|36|510|140701015
35|37|587|140701015
35|38|215|140701015
35|39|266|140701015
36|35|510|140701016
36|36|0|140701016
37|35|587|140701018
37|37|0|140701018
37|38|593|140701018
37|39|322|140701018
38|35|215|140701025
38|37|593|140701025
38|38|0|140701025
38|39|272|140701025
39|35|266|140701026
39|37|322|140701026
39|38|272|140701026
39|39|0|140701026
40|40|0|140801002
41|41|0|141301007
42|42|0|150509001
43|43|0|150512005
43|44|355|150512005
44|43|355|150512006
44|44|0|150512006
45|45|0|150606003
46|46|0|150606005
46|47|433|150606005
47|46|433|150606009
47|47|0|150606009
48|48|0|150607001
49|49|0|160301002
50|50|0|160301007
51|51|0|160904001
51|53|384|160904001
52|52|0|160904003
52|53|312|160904003
52|54|347|160904003
53|51|384|160904005
53|52|312|160904005
53|53|0|160904005
54|52|347|160904010
54|54|0|160904010
55|55|0|161102001
56|56|0|161106001
57|57|0|170501011
57|58|435|170501011
58|57|435|170501016
58|58|0|170501016
59|59|0|180106002
60|60|0|180106005
61|61|0|180401002
61|62|350|180401002
62|61|350|180401003
62|62|0|180401003
63|63|0|180401005
64|64|0|180511002
64|65|569|180511002
65|64|569|180511007
65|65|0|180511007
65|66|563|180511007
66|65|563|180512003
66|66|0|180512003
67|67|0|180703003
68|68|0|180803002
68|69|425|180803002
69|68|425|180803003
69|69|0|180803003
70|70|0|180804002
71|71|0|190101002
71|73|90|190101002
71|74|558|190101002
71|75|429|190101002
71|78|441|190101002
71|80|540|190101002
72|72|0|190101003
72|79|317|190101003
72|472|185|190101003
72|473|432|190101003
73|71|90|190101006
73|73|0|190101006
73|74|517|190101006
73|75|375|190101006
73|78|530|190101006
73|80|487|190101006
74|71|558|190101007
74|73|517|190101007
74|74|0|190101007
74|75|428|190101007
74|80|557|190101007
75|71|429|190101009
75|73|375|190101009
75|74|428|190101009
75|75|0|190101009
75|80|151|190101009
75|82|580|190101009
76|76|0|190101011
76|78|564|190101011
76|490|548|190101011
77|77|0|190101012
78|71|441|190101015
78|73|530|190101015
78|76|564|190101015
78|78|0|190101015
79|72|317|190101018
79|79|0|190101018
79|472|501|190101018
80|71|540|190101021
80|73|487|190101021
80|74|557|190101021
80|75|151|190101021
80|80|0|190101021
80|82|491|190101021
80|83|451|190101021
81|81|0|190102001
81|82|528|190102001
81|83|219|190102001
82|75|580|190102002
82|80|491|190102002
82|81|528|190102002
82|82|0|190102002
83|80|451|190102004
83|81|219|190102004
83|83|0|190102004
84|84|0|190103001
85|85|0|190302002
85|86|470|190302002
86|85|470|190302005
86|86|0|190302005
87|87|0|190303005
88|88|0|190704001
89|89|0|190801001
89|90|222|190801001
89|93|374|190801001
90|89|222|190801002
90|90|0|190801002
90|92|507|190801002
90|93|157|190801002
91|91|0|190801003
91|92|348|190801003
92|90|507|190801004
92|91|348|190801004
92|92|0|190801004
92|93|350|190801004
93|89|374|190801005
93|90|157|190801005
93|92|350|190801005
93|93|0|190801005
94|94|0|190802001
95|95|0|190901002
95|97|533|190901002
96|96|0|190901003
96|97|370|190901003
97|95|533|190901004
97|96|370|190901004
97|97|0|190901004
98|98|0|190903005
98|100|347|190903005
98|102|324|190903005
99|99|0|190903007
99|101|327|190903007
100|98|347|190903012
100|100|0|190903012
101|99|327|190903013
101|101|0|190903013
102|98|324|190903016
102|102|0|190903016
103|103|0|191104004
103|104|112|191104004
103|105|215|191104004
104|103|112|191104007
104|104|0|191104007
104|105|279|191104007
105|103|215|191104008
105|104|279|191104008
105|105|0|191104008
106|106|0|200101002
106|375|478|200101002
107|107|0|200101006
107|111|358|200101006
107|112|593|200101006
107|114|231|200101006
108|108|0|200101008
108|109|444|200101008
109|108|444|200101010
109|109|0|200101010
109|110|331|200101010
110|109|331|200101012
110|110|0|200101012
110|111|394|200101012
111|107|358|200101014
111|110|394|200101014
111|111|0|200101014
111|114|589|200101014
112|107|593|200102001
112|112|0|200102001
112|113|179|200102001
112|114|363|200102001
113|112|179|200102002
113|113|0|200102002
113|114|541|200102002
114|107|231|200102003
114|111|589|200102003
114|112|363|200102003
114|113|541|200102003
114|114|0|200102003
115|115|0|200201001
115|116|309|200201001
115|117|185|200201001
115|118|543|200201001
116|115|309|200201003
116|116|0|200201003
116|117|124|200201003
116|118|235|200201003
117|115|185|200201004
117|116|124|200201004
117|117|0|200201004
117|118|358|200201004
118|115|543|200201006
118|116|235|200201006
118|117|358|200201006
118|118|0|200201006
119|119|0|200203002
119|120|523|200203002
119|121|241|200203002
119|122|340|200203002
120|119|523|200203003
120|120|0|200203003
120|121|283|200203003
121|119|241|200203005
121|120|283|200203005
121|121|0|200203005
121|122|580|200203005
122|119|340|200205001
122|121|580|200205001
122|122|0|200205001
123|123|0|200301002
123|124|276|200301002
123|126|556|200301002
124|123|276|200301003
124|124|0|200301003
124|125|571|200301003
124|126|281|200301003
125|124|571|200303001
125|125|0|200303001
125|126|290|200303001
125|127|471|200303001
126|123|556|200303006
126|124|281|200303006
126|125|290|200303006
126|126|0|200303006
127|125|471|200303007
127|127|0|200303007
127|128|502|200303007
128|127|502|200304001
128|128|0|200304001
128|129|447|200304001
129|128|447|200304004
129|129|0|200304004
129|130|536|200304004
129|132|475|200304004
129|164|446|200304004
129|165|404|200304004
130|129|536|200304006
130|130|0|200304006
130|132|459|200304006
130|133|395|200304006
131|131|0|200304007
131|133|211|200304007
131|134|481|200304007
131|136|462|200304007
132|129|475|200304010
132|130|459|200304010
132|132|0|200304010
132|158|569|200304010
132|164|383|200304010
132|165|316|200304010
133|130|395|200304011
133|131|211|200304011
133|133|0|200304011
133|134|332|200304011
133|136|313|200304011
134|131|481|200304012
134|133|332|200304012
134|134|0|200304012
134|136|60|200304012
134|241|505|200304012
134|244|557|200304012
135|135|0|200304014
136|131|462|200304017
136|133|313|200304017
136|134|60|200304017
136|136|0|200304017
136|241|445|200304017
136|244|497|200304017
137|137|0|200402001
137|138|355|200402001
137|140|211|200402001
137|141|264|200402001
137|383|321|200402001
138|137|355|200402002
138|138|0|200402002
138|139|321|200402002
138|140|168|200402002
138|219|576|200402002
139|138|321|200402005
139|139|0|200402005
139|140|477|200402005
139|219|264|200402005
139|223|555|200402005
140|137|211|200402006
140|138|168|200402006
140|139|477|200402006
140|140|0|200402006
140|141|469|200402006
140|383|503|200402006
141|137|264|200402007
141|140|469|200402007
141|141|0|200402007
