"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","wheelchair_accessible","bikes_allowed"
"2466",5,10575141,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575346,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575345,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",3,10575364,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575344,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575343,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575342,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",5,10575139,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575341,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",6,10575363,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575339,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",5,10575138,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575338,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575337,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575336,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",3,10575362,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575335,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575334,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",3,10575136,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575333,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575332,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",5,10575134,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575331,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",6,10575024,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575330,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",5,10575133,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575328,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",6,10575023,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575327,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",5,10575132,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575326,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575325,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",6,10575022,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",5,10575131,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575324,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575322,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",3,10575130,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575321,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575320,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",5,10575129,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575319,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",6,10575021,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575318,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",5,10575128,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575317,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",6,10575020,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575316,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",5,10575127,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575315,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575314,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",3,10575126,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575313,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",5,10575125,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575311,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",6,10575019,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575310,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",5,10575124,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575309,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",5,10575122,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575308,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",6,10575018,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575307,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",5,10575121,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575306,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",3,10575120,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",2,10575305,"Luxembourg, Gare Centrale (Tram)","",0,,,,
"2466",1,10575304,"Luxembourg, Gare Centrale (Tram)","",0,,,,
