0, 0, -20, 3386.477051
0, 0, -19, 3386.752197
0, 0, -18, 3386.585938
0, 0, -17, 3386.620850
0, 0, -16, 3386.853027
0, 0, -15, 3387.044434
0, 0, -14, 3387.327148
0, 0, -13, 3387.299561
0, 0, -12, 3387.576660
0, 0, -11, 3387.411377
0, 0, -10, 3387.112549
0, 0, -9, 3387.263184
0, 0, -8, 3387.196045
0, 0, -7, 3386.972900
0, 0, -6, 3386.958984
0, 0, -5, 3386.598389
0, 0, -4, 3386.778076
0, 0, -3, 3386.510498
0, 0, -2, 3386.208008
0, 0, -1, 3386.360107
0, 0, 0, 3386.253906
0, 0, 1, 3386.691895
0, 0, 2, 3386.480469
0, 0, 3, 3386.404785
0, 0, 4, 3386.585938
0, 0, 5, 3386.913818
0, 0, 6, 3387.143311
0, 0, 7, 3387.318848
0, 0, 8, 3387.555420
0, 0, 9, 3387.288330
0, 0, 10, 3387.031006
0, 0, 11, 3386.863525
0, 0, 12, 3386.696777
0, 0, 13, 3386.596436
0, 0, 14, 3386.596191
0, 0, 15, 3386.495850
0, 0, 16, 3386.715576
0, 0, 17, 3386.634521
0, 0, 18, 3386.550537
0, 0, 19, 3386.564697
0, 0, 20, 3386.579102
1, 0, -20, 3386.477051
1, 0, -19, 3386.752197
1, 0, -18, 3386.585938
1, 0, -17, 3386.620850
1, 0, -16, 3386.853027
1, 0, -15, 3387.044434
1, 0, -14, 3387.327148
1, 0, -13, 3387.299561
1, 0, -12, 3387.576660
1, 0, -11, 3387.411377
1, 0, -10, 3387.112549
1, 0, -9, 3387.263184
1, 0, -8, 3387.196045
1, 0, -7, 3386.972900
1, 0, -6, 3386.958984
1, 0, -5, 3386.598389
1, 0, -4, 3386.778076
1, 0, -3, 3386.510498
1, 0, -2, 3386.208008
1, 0, -1, 3386.360107
1, 0, 0, 3386.253906
1, 0, 1, 3386.691895
1, 0, 2, 3386.480469
1, 0, 3, 3386.404785
1, 0, 4, 3386.585938
1, 0, 5, 3386.913818
1, 0, 6, 3387.143311
1, 0, 7, 3387.318848
1, 0, 8, 3387.555420
1, 0, 9, 3387.288330
1, 0, 10, 3387.031006
1, 0, 11, 3386.863525
1, 0, 12, 3386.696777
1, 0, 13, 3386.596436
1, 0, 14, 3386.596191
1, 0, 15, 3386.495850
1, 0, 16, 3386.715576
1, 0, 17, 3386.634521
1, 0, 18, 3386.550537
1, 0, 19, 3386.564697
1, 0, 20, 3386.579102
2, 0, -20, 3386.477051
2, 0, -19, 3386.752197
2, 0, -18, 3386.585938
2, 0, -17, 3386.620850
2, 0, -16, 3386.853027
2, 0, -15, 3387.044434
2, 0, -14, 3387.327148
2, 0, -13, 3387.299561
2, 0, -12, 3387.576660
2, 0, -11, 3387.411377
2, 0, -10, 3387.112549
2, 0, -9, 3387.263184
2, 0, -8, 3387.196045
2, 0, -7, 3386.972900
2, 0, -6, 3386.958984
2, 0, -5, 3386.598389
2, 0, -4, 3386.778076
2, 0, -3, 3386.510498
2, 0, -2, 3386.208008
2, 0, -1, 3386.360107
