0, 0, -20, 565.608093
0, 0, -19, 565.996338
0, 0, -18, 566.59613
0, 0, -17, 567.164917
0, 0, -16, 567.802307
0, 0, -15, 568.118896
0, 0, -14, 565.796631
0, 0, -13, 567.169006
0, 0, -12, 567.320007
0, 0, -11, 566.407104
0, 0, -10, 566.967529
0, 0, -9, 567.927734
0, 0, -8, 567.899902
0, 0, -7, 567.369934
0, 0, -6, 566.87854
0, 0, -5, 566.062195
0, 0, -4, 567.096558
0, 0, -3, 566.552246
0, 0, -2, 567.080322
0, 0, -1, 567.897583
0, 0, 0, 566.840698
0, 0, 1, 566.797852
0, 0, 2, 567.400085
0, 0, 3, 567.458557
0, 0, 4, 566.687805
0, 0, 5, 567.020325
0, 0, 6, 565.536011
0, 0, 7, 566.656128
0, 0, 8, 567.167542
0, 0, 9, 566.487122
0, 0, 10, 566.904419
0, 0, 11, 567.236511
0, 0, 12, 567.602051
0, 0, 13, 567.248901
0, 0, 14, 567.828674
0, 0, 15, 567.270691
0, 0, 16, 568.071655
0, 0, 17, 567.391357
0, 0, 18, 567.28595
0, 0, 19, 566.748596
0, 0, 20, 565.888489
1, 0, -20, 567.973267
1, 0, -19, 567.718201
1, 0, -18, 568.152405
1, 0, -17, 567.67627
1, 0, -16, 567.80481
1, 0, -15, 567.129822
1, 0, -14, 568.194458
1, 0, -13, 568.244507
1, 0, -12, 567.778381
1, 0, -11, 568.495667
1, 0, -10, 568.722961
1, 0, -9, 568.722656
1, 0, -8, 568.649658
1, 0, -7, 568.864075
1, 0, -6, 568.263733
1, 0, -5, 568.009705
1, 0, -4, 568.022278
1, 0, -3, 568.942322
1, 0, -2, 568.962097
1, 0, -1, 568.069153
1, 0, 0, 566.840698
1, 0, 1, 566.749451
1, 0, 2, 568.142578
1, 0, 3, 567.829956
1, 0, 4, 568.341858
1, 0, 5, 567.850464
1, 0, 6, 569.363708
1, 0, 7, 568.54541
1, 0, 8, 568.221741
1, 0, 9, 568.986023
1, 0, 10, 568.857178
1, 0, 11, 568.636353
1, 0, 12, 568.520508
1, 0, 13, 568.288452
1, 0, 14, 567.417114
1, 0, 15, 566.927124
1, 0, 16, 567.027283
1, 0, 17, 568.828491
1, 0, 18, 569.071777
1, 0, 19, 568.455322
1, 0, 20, 567.765564
2, 0, -20, 566.207947
2, 0, -19, 566.47168
2, 0, -18, 566.256958
2, 0, -17, 566.895752
2, 0, -16, 567.119873
2, 0, -15, 566.745667
2, 0, -14, 567.128357
2, 0, -13, 566.909363
2, 0, -12, 567.04895
2, 0, -11, 566.927368
2, 0, -10, 567.232239
2, 0, -9, 567.090515
2, 0, -8, 567.171692
2, 0, -7, 567.078003
2, 0, -6, 567.127197
2, 0, -5, 567.052856
2, 0, -4, 566.940002
2, 0, -3, 567.238159
2, 0, -2, 566.955017
2, 0, -1, 566.535034
2, 0, 0, 566.840698
2, 0, 1, 566.343506
2, 0, 2, 565.722107
2, 0, 3, 566.056641
2, 0, 4, 567.276917
2, 0, 5, 567.036804
2, 0, 6, 566.936829
2, 0, 7, 567.348511
2, 0, 8, 567.147827
2, 0, 9, 567.010803
2, 0, 10, 566.206787
2, 0, 11, 566.472961
2, 0, 12, 566.257019
2, 0, 13, 566.896606
2, 0, 14, 567.118591
2, 0, 15, 566.744507
2, 0, 16, 567.127258
2, 0, 17, 566.907349
2, 0, 18, 567.048523
2, 0, 19, 566.927673
2, 0, 20, 567.232178
3, 0, -20, 567.074890
3, 0, -19, 567.439331
3, 0, -18, 567.771057
3, 0, -17, 567.607483
3, 0, -16, 567.564514
3, 0, -15, 566.838318
3, 0, -14, 566.950745
3, 0, -13, 567.619873
3, 0, -12, 567.693115
3, 0, -11, 567.146667
3, 0, -10, 567.380371
3, 0, -9, 567.327209
3, 0, -8, 566.777161
3, 0, -7, 567.459900
3, 0, -6, 567.711670
3, 0, -5, 567.057617
3, 0, -4, 567.427734
3, 0, -3, 567.773987
3, 0, -2, 567.608704
3, 0, -1, 567.572388
3, 0, 0, 566.840698
3, 0, 1, 566.957458
3, 0, 2, 567.621521
3, 0, 3, 567.690796
3, 0, 4, 567.161438
3, 0, 5, 567.382446
3, 0, 6, 567.327515
3, 0, 7, 566.781250
3, 0, 8, 567.458435
3, 0, 9, 567.715271
3, 0, 10, 567.050232
3, 0, 11, 567.418396
3, 0, 12, 567.766541
3, 0, 13, 567.601624
3, 0, 14, 567.569519
3, 0, 15, 566.837891
3, 0, 16, 566.947754
3, 0, 17, 567.603882
3, 0, 18, 567.687744
3, 0, 19, 567.138855
3, 0, 20, 567.382690
4, 0, -20, 566.078674
4, 0, -19, 566.419800
4, 0, -18, 566.819946
4, 0, -17, 566.713257
4, 0, -16, 566.446716
4, 0, -15, 566.833008
4, 0, -14, 567.160156
4, 0, -13, 565.765808
4, 0, -12, 567.754700
4, 0, -11, 567.530334
4, 0, -10, 567.821716
4, 0, -9, 567.715271
4, 0, -8, 566.274109
4, 0, -7, 566.916138
4, 0, -6, 566.913696
4, 0, -5, 566.070496
4, 0, -4, 566.413513
4, 0, -3, 566.810303
4, 0, -2, 566.713989
4, 0, -1, 566.465515
4, 0, 0, 566.840698
4, 0, 1, 567.165100
4, 0, 2, 565.768616
4, 0, 3, 567.761047
4, 0, 4, 567.541931
4, 0, 5, 567.818848
4, 0, 6, 567.724365
4, 0, 7, 566.273071
4, 0, 8, 566.911194
4, 0, 9, 566.903809
4, 0, 10, 566.069214
4, 0, 11, 566.411377
4, 0, 12, 566.812134
4, 0, 13, 566.713867
4, 0, 14, 566.466614
4, 0, 15, 566.844482
4, 0, 16, 567.167786
4, 0, 17, 565.767090
4, 0, 18, 567.763550
4, 0, 19, 567.541992
4, 0, 20, 567.818542
